money,send,chance,you,call,un_recog,re_recog,special_char,total_word,label
0,0,0,0,0,0,0,0,0,0,2,1,1,5,1
0,0,0,1,1,0,0,0,0,0,150,1,1146,1578,1
0,0,0,0,0,0,0,0,0,0,4,1,3,13,1
0,0,0,2,0,0,0,0,0,0,81,1,171,348,1
0,0,0,0,0,0,0,0,0,0,76,1,153,323,1
0,1,0,0,0,0,0,0,0,0,27,1,23,126,1
0,0,0,0,0,0,0,0,0,0,30,1,18,96,1
0,0,0,1,0,0,0,0,0,0,124,1,138,344,1
0,0,0,0,0,0,0,0,0,0,79,1,38,331,1
0,0,1,3,1,0,0,0,0,0,171,1,132,645,1
0,0,1,1,1,0,0,0,0,0,65,1,47,332,1
0,1,0,1,0,0,0,0,0,0,75,1,112,280,1
0,0,0,0,0,0,0,0,0,0,60,1,103,218,1
0,0,0,2,0,0,0,0,0,0,34,1,30,139,1
0,0,0,0,0,0,0,0,0,0,20,1,10,70,1
0,0,0,1,0,0,0,0,0,0,57,1,91,232,1
0,0,0,0,0,0,0,0,0,0,24,1,42,130,1
0,0,0,2,0,0,0,0,0,0,56,1,37,154,1
0,0,0,0,0,0,0,0,0,0,69,1,160,302,1
0,0,0,0,0,0,0,0,0,0,12,1,13,65,1
0,0,0,0,0,0,0,0,0,0,8,1,12,49,1
0,0,0,0,0,0,0,0,0,0,58,1,59,277,1
0,0,0,1,0,0,0,0,0,0,30,1,72,133,1
0,0,0,2,0,0,0,0,0,0,96,1,110,389,1
0,2,0,2,0,0,0,0,0,0,166,1,199,559,1
0,0,0,0,0,0,0,0,0,0,31,1,20,115,1
0,1,0,13,4,0,0,0,0,0,277,1,350,1054,1
0,0,0,0,0,0,0,0,0,0,82,1,64,264,1
0,0,0,0,0,0,0,0,0,0,54,1,42,184,1
0,0,0,1,0,0,0,0,0,0,21,1,21,95,1
0,1,0,2,0,0,0,0,0,0,63,1,91,276,1
0,0,0,1,0,0,0,0,0,0,36,1,77,151,1
0,0,0,0,0,0,0,0,0,0,21,1,5,76,1
0,0,0,1,0,0,0,0,0,0,50,1,86,218,1
0,0,0,2,0,0,0,0,0,0,27,1,15,91,1
0,0,0,7,0,0,0,0,0,0,90,1,185,444,1
0,0,0,3,1,0,0,0,0,0,38,1,57,229,1
0,0,0,0,0,0,0,0,0,0,18,1,21,100,1
0,0,0,13,0,0,0,0,0,0,102,1,183,494,1
0,0,0,2,1,0,0,0,0,0,74,1,98,290,1
0,0,0,0,4,0,0,0,0,0,75,1,71,314,1
0,0,0,0,0,0,0,0,0,0,19,1,12,73,1
0,0,0,5,1,0,0,0,0,0,25,1,33,203,1
0,0,0,16,0,0,0,0,0,0,299,1,301,1141,1
0,0,0,1,0,0,0,0,0,0,26,1,82,146,1
0,0,0,0,0,0,0,0,0,0,26,1,93,168,1
0,0,0,0,0,0,0,0,0,0,37,1,87,170,1
0,0,0,0,0,0,0,0,0,0,9,1,8,29,1
0,0,0,1,0,0,0,0,0,0,89,1,105,310,1
0,0,0,0,0,0,0,0,0,0,32,1,64,118,1
0,0,0,1,0,0,0,0,0,0,42,1,29,182,1
0,0,0,0,0,0,0,0,0,0,9,1,8,23,1
0,0,0,0,0,0,0,0,0,0,106,1,170,428,1
0,0,0,0,0,0,0,0,0,0,120,1,98,495,1
0,0,0,1,0,0,0,0,0,0,15,1,9,49,1
0,0,0,0,0,0,0,0,0,0,6,1,6,15,1
0,0,0,0,0,0,0,0,0,0,27,1,77,124,1
0,0,0,0,0,0,0,0,0,0,21,1,14,86,1
0,0,0,0,0,0,0,0,0,0,30,1,18,121,1
0,0,0,0,0,0,0,0,0,0,18,1,24,89,1
0,0,0,0,1,0,0,0,0,0,10,1,6,36,1
0,0,0,0,0,0,0,0,0,0,13,1,8,42,1
0,0,0,0,0,0,0,0,0,0,39,1,13,103,1
0,0,0,0,0,0,0,0,0,0,61,1,85,223,1
0,0,0,0,0,0,0,0,0,0,6,1,4,15,1
0,0,0,0,0,0,0,0,0,0,8,1,8,23,1
0,0,0,1,0,0,0,0,0,0,16,1,34,91,1
0,0,0,0,0,0,0,0,0,0,7,1,4,14,1
0,0,0,1,0,0,0,0,0,0,26,1,24,131,1
0,0,0,2,1,0,0,0,0,0,117,1,121,378,1
0,0,0,3,1,0,0,0,0,0,190,1,227,672,1
0,0,0,1,0,0,0,0,0,0,50,1,47,199,1
0,1,0,0,0,0,0,0,0,0,13,1,10,55,1
0,0,0,0,1,0,0,0,0,0,18,1,13,63,1
0,0,0,0,1,0,0,0,0,0,18,1,13,75,1
0,0,0,0,1,0,0,0,0,0,14,1,18,80,1
0,0,0,3,0,0,0,0,0,0,28,1,15,182,1
0,0,0,0,1,0,0,0,0,0,71,1,115,284,1
0,0,0,1,1,0,0,0,0,0,6,1,5,33,1
0,0,0,3,0,0,0,0,0,0,199,1,87,659,1
0,0,0,2,0,0,0,0,0,0,17,1,9,57,1
0,0,0,5,1,0,0,0,0,0,165,1,216,615,1
0,0,0,1,0,0,0,0,0,0,14,1,7,41,1
0,0,0,1,0,0,0,0,0,0,11,1,6,31,1
0,0,0,0,0,0,0,0,0,0,33,1,80,153,1
0,0,0,2,1,0,0,0,0,0,104,1,206,570,1
0,0,0,1,0,0,0,0,0,0,23,1,15,132,1
0,0,0,4,0,0,0,0,0,0,54,1,94,281,1
0,0,0,0,0,0,0,0,0,0,7,1,12,71,1
0,0,0,3,1,0,0,0,0,0,12,1,7,56,1
0,0,0,0,0,0,0,0,0,0,14,1,9,33,1
0,0,0,0,0,0,0,0,0,0,9,1,4,17,1
0,1,0,1,0,0,0,0,0,0,29,1,82,139,1
0,0,0,1,0,0,0,0,0,0,32,1,23,184,1
0,0,0,1,0,0,0,0,0,0,12,1,11,67,1
0,0,0,0,0,0,0,0,0,0,82,1,37,174,1
0,0,0,1,0,0,0,0,0,0,12,1,8,54,1
0,0,0,1,0,0,0,0,0,0,14,1,12,50,1
0,0,0,2,0,0,0,0,0,0,13,1,9,79,1
0,0,0,0,0,0,0,0,0,0,32,1,88,143,1
0,0,0,0,0,0,0,0,0,0,27,1,77,126,1
0,0,0,0,0,0,0,0,0,0,63,1,44,174,1
0,2,0,11,1,0,0,0,0,0,323,1,468,1333,1
0,0,0,0,0,0,0,0,0,0,192,1,171,559,1
0,2,0,5,1,0,0,0,0,0,66,1,101,251,1
0,0,0,4,0,0,0,0,0,0,131,1,168,548,1
0,0,0,0,0,0,0,0,0,0,6,1,3,11,1
0,0,0,1,0,0,0,0,0,0,13,1,15,45,1
0,0,0,2,0,0,0,0,0,0,19,1,9,60,1
0,0,0,0,0,0,0,0,0,0,31,1,79,134,1
0,0,0,0,0,0,0,0,0,0,25,1,7,84,1
0,1,0,1,0,0,0,0,0,0,52,1,24,233,1
0,0,0,4,0,0,0,0,0,0,72,1,44,225,1
0,0,0,0,0,0,0,0,0,0,13,1,11,73,1
0,0,0,0,1,0,0,0,0,0,55,1,151,301,1
0,0,0,1,0,0,0,0,0,0,18,1,12,101,1
0,0,0,3,0,0,0,0,0,0,64,1,37,302,1
0,0,0,2,0,0,0,0,0,0,25,1,12,84,1
